"user_id","most_search_june","category_june","most_search_july","category_july","Trending_Type","Previous"
"42794955",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44528049",vẻ đẹp đích thực,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"4425436",hội pháp sư,Phim phép thuật,chàng hậu,Phim tình cảm hài hước,Changed,Phim phép thuật
"43958997",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"4448485",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"4413065",sao băng,Phim tình cảm,thiên nga bóng đêm,Phim,Changed,Phim tình cảm
"44369161",con tim sắt đá,Phim tình cảm,running man,Chương trình truyền hình thực tế,Changed,Phim tình cảm
"42987567",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Changed,Phim
"44294513",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"42835818",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44646190",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Changed,Phim
"44067794",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44356544",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"42975447",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44147640",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44503226",hội pháp sư,Phim phép thuật,hội pháp sư,Phim phép thuật,Unchanged,Unchanged
"43048984",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44688667",vô tình nhặt được tổng tài,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"44448318",chàng hậu,Phim tình cảm hài hước,fairy tail,Phim hoạt hình (anime),Changed,Phim tình cảm hài hước
"43034267",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44540296",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44141450",yêu nhầm chị dâu,Phim tình cảm hài hước,vẻ đẹp đích thực,Phim tình cảm,Changed,Phim tình cảm hài hước
"44368719",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"43257071",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44457064",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"44351349",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"44713237",running man,Chương trình truyền hình thực tế,lấy danh nghĩa người nhà,Phim,Changed,Chương trình truyền hình thực tế
"43291402",Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Unchanged,Unchanged
"43345051",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44695179",cô nàng trong trắng oh woo ri,Phim,kẻ trộm mặt trăng: minions,Phim hoạt hình (animation),Changed,Phim
"44154953",thiên nga bóng đêm,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"44415982",nữ thanh tra tài ba,Phim,fairy tail,Phim hoạt hình (anime),Changed,Phim
"44529348",thiên nga bóng đêm,Phim,running man,Chương trình truyền hình thực tế,Changed,Phim
"44787241",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44357436",thiên nga bóng đêm,Phim,kẻ trộm mặt trăng: minions,Phim hoạt hình (animation),Changed,Phim
"43527380",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Unchanged,Unchanged
"43578487",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44158519",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44907867",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44705683",sao băng,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"44419053",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44446147",cuộc chiến thượng lưu,Phim hài,cuộc chiến thượng lưu,Phim hài,Unchanged,Unchanged
"44846258",sao băng,Phim tình cảm,sao băng,Phim tình cảm,Unchanged,Unchanged
"43755455",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"43530725",nữ thanh tra tài ba,Phim,yêu nhầm chị dâu,Phim tình cảm hài hước,Changed,Phim
"44777991",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"44462941",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"44937715",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44443152",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44165580",nữ thanh tra tài ba,Phim,cô nàng trong trắng oh woo ri,Phim,Unchanged,Unchanged
"43894071",hội pháp sư,Phim phép thuật,hội pháp sư,Phim phép thuật,Unchanged,Unchanged
"44904872",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44201518",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44791064",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"43546450",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"45032841",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44501926",sao băng,Phim tình cảm,sao băng,Phim tình cảm,Unchanged,Unchanged
"44461390",yêu nhầm chị dâu,Phim tình cảm hài hước,con tim sắt đá,Phim tình cảm,Changed,Phim tình cảm hài hước
"43834900",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44045357",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"45072012",nữ thanh tra tài ba,Phim,nữ thanh tra tài ba,Phim,Unchanged,Unchanged
"44201531",vẻ đẹp đích thực,Phim tình cảm,lấy danh nghĩa người nhà,Phim,Changed,Phim tình cảm
"44990856",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44817718",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44607526",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44251411",vẻ đẹp đích thực,Phim tình cảm,chàng hậu,Phim tình cảm hài hước,Changed,Phim tình cảm
"45145135",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"44517053",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"43912737",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"44086342",vô tình nhặt được tổng tài,Phim tình cảm,yêu tinh,Phim kinh dị,Changed,Phim tình cảm
"44867145",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"44749879",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"45027287",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44774361",vẻ đẹp đích thực,Phim tình cảm,vẻ đẹp đích thực,Phim tình cảm,Unchanged,Unchanged
"4520743",thiên nga bóng đêm,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"44576340",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"43955490",vẻ đẹp đích thực,Phim tình cảm,kẻ trộm mặt trăng: minions,Phim hoạt hình (animation),Changed,Phim tình cảm
"44888819",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44152574",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44562138",Tìm kiếm bằng giọng nói,Chương trình truyền hình thực tế,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Changed,Chương trình truyền hình thực tế
"45058471",con tim sắt đá,Phim tình cảm,con tim sắt đá,Phim tình cảm,Unchanged,Unchanged
"44082301",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44820672",lấy danh nghĩa người nhà,Phim,hội pháp sư,Phim phép thuật,Changed,Phim
"45310172",con tim sắt đá,Phim tình cảm,yêu nhầm chị dâu,Phim tình cảm hài hước,Changed,Phim tình cảm
"44576820",sao băng,Phim tình cảm,sao băng,Phim tình cảm,Unchanged,Unchanged
"44997193",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"45120000",yêu nhầm chị dâu,Phim tình cảm hài hước,thiên nga bóng đêm,Phim,Changed,Phim tình cảm hài hước
"44579509",thiên nga bóng đêm,Phim,thiên nga bóng đêm,Phim,Unchanged,Unchanged
"44303113",why her?,Phim tâm lý,con tim sắt đá,Phim tình cảm,Changed,Phim tâm lý
"44142577",nhất kiến khuynh tâm,Phim cổ trang,con tim sắt đá,Phim tình cảm,Changed,Phim cổ trang
"44844416",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44711502",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"45548328",why her?,Phim tâm lý,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Changed,Phim tâm lý
"45381935",cô nàng trong trắng oh woo ri,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"45209803",cảnh đẹp ngày vui biết bao giờ,Video về du lịch và cảnh đẹp,cảnh đẹp ngày vui biết bao giờ,Video về du lịch và cảnh đẹp,Unchanged,Unchanged
"44636450",sao băng,Phim tình cảm,lấy danh nghĩa người nhà,Phim,Changed,Phim tình cảm
"44369997",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44703818",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,con tim sắt đá,Phim tình cảm,Changed,Phim
"44404924",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"44144082",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"45290447",vẻ đẹp đích thực,Phim tình cảm,vẻ đẹp đích thực,Phim tình cảm,Unchanged,Unchanged
"44561323",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"45390215",sao băng,Phim tình cảm,kẻ trộm mặt trăng: minions,Phim hoạt hình (animation),Changed,Phim tình cảm
"4471836",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"45648650",vô tình nhặt được tổng tài,Phim tình cảm,chàng hậu,Phim tình cảm hài hước,Changed,Phim tình cảm
"44775613",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44900969",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"45355053",nhất kiến khuynh tâm,Phim cổ trang,sao băng,Phim tình cảm,Changed,Phim cổ trang
"44739953",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"44148794",yêu tinh,Phim kinh dị,thiên nga bóng đêm,Phim,Changed,Phim kinh dị
"45654635",cô nàng trong trắng oh woo ri,Phim,vẻ đẹp đích thực,Phim tình cảm,Changed,Phim
"44580269",vô tình nhặt được tổng tài,Phim tình cảm,con tim sắt đá,Phim tình cảm,Unchanged,Unchanged
"45607836",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44860574",yêu tinh,Phim kinh dị,con tim sắt đá,Phim tình cảm,Changed,Phim kinh dị
"44905187",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"45387723",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Changed,Phim
"45753929",vô tình nhặt được tổng tài,Phim tình cảm,vô tình nhặt được tổng tài,Phim tình cảm,Unchanged,Unchanged
"44157206",yêu tinh,Phim kinh dị,yêu tinh,Phim kinh dị,Unchanged,Unchanged
"46203900",Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Thử Thách Thần Tượng,Chương trình truyền hình thực tế,Unchanged,Unchanged
"44642965",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44781571",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44953057",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"44905654",cuộc chiến thượng lưu,Phim hài,kẻ trộm mặt trăng: minions,Phim hoạt hình (animation),Changed,Phim hài
"45836034",lấy danh nghĩa người nhà,Phim,fairy tail,Phim hoạt hình (anime),Changed,Phim
"45787791",siêu nhân,Phim hành động,siêu nhân,Phim hành động,Unchanged,Unchanged
"44276685",hội pháp sư,Phim phép thuật,hội pháp sư,Phim phép thuật,Unchanged,Unchanged
"44901003",siêu nhân,Phim hành động,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Changed,Phim hành động
"44997375",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,siêu nhân,Phim hành động,Changed,Video âm nhạc
"46266440",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44705383",yêu tinh,Phim kinh dị,thiên nga bóng đêm,Phim,Changed,Phim kinh dị
"44954855",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"46048209",bắt ma phá án,Phim trinh thám,chàng hậu,Phim tình cảm hài hước,Changed,Phim trinh thám
"45901520",nữ thanh tra tài ba,Phim,cảnh đẹp ngày vui biết bao giờ,Video về du lịch và cảnh đẹp,Changed,Phim
"46445603",fairy tail,Phim hoạt hình (anime),fairy tail,Phim hoạt hình (anime),Unchanged,Unchanged
"45021838",sao băng,Phim tình cảm,thiên nga bóng đêm,Phim,Changed,Phim tình cảm
"44979709",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"44771186",vô tình nhặt được tổng tài,Phim tình cảm,vô tình nhặt được tổng tài,Phim tình cảm,Unchanged,Unchanged
"44313294",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44966310",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"46518176",hội pháp sư,Phim phép thuật,hội pháp sư,Phim phép thuật,Unchanged,Unchanged
"46420683",why her?,Phim tâm lý,running man,Chương trình truyền hình thực tế,Changed,Phim tâm lý
"45105978",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"4664546",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"44515039",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"44834436",why her?,Phim tâm lý,why her?,Phim tâm lý,Unchanged,Unchanged
"45040176",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"46558118",thiên nga bóng đêm,Phim,running man,Chương trình truyền hình thực tế,Changed,Phim
"46469991",Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Liên Minh Công Lý: Phiên bản của Zack Snyder,Phim,Unchanged,Unchanged
"45024356",tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,tôi thấy hoa vàng trên cỏ xanh,Video âm nhạc,Unchanged,Unchanged
"46764275",hội pháp sư,Phim phép thuật,fairy tail,Phim hoạt hình (anime),Changed,Phim phép thuật
